,Name
16998,Temur Charger
16999,Temur Charm
17000,Temur Runemark
17001,Temur Sabertooth
17002,Temur War Shaman
17003,Tenacious Dead
17004,Tenacious Hunter
17005,Tenacity
17006,Tendershoot Dryad
17007,Tendo Ice Bridge
17008,Tendrils of Agony
17009,Tendrils of Corruption
17010,Tendrils of Despair
17011,"Teneb, the Harvester"
17012,Tenement Crasher
17013,Tenth District Guard
17014,Tenth District Legionnaire
17015,Tenth District Veteran
17016,"Tenza, Godo's Maul"
17017,Tephraderm
17018,Terashi's Cry
17019,Terashi's Grasp
17020,Terashi's Verdict
17021,Terastodon
17022,Teremko Griffin
17023,Terminal Moraine
17024,Terminate
17025,Terminus
17026,Teroh's Faithful
17027,Teroh's Vanguard
17028,Terra Eternal
17029,Terra Ravager
17030,Terra Stomper
17031,Terraformer
17032,Terrain Elemental
17033,Terrain Generator
17034,Terramorphic Expanse
17035,Terrarion
17036,Terravore
17037,Terrifying Presence
17038,Territorial Allosaurus
17039,Territorial Baloth
17040,Territorial Boar
17041,Territorial Dispute
17042,Territorial Gorger
17043,Territorial Hammerskull
17044,Territorial Hellkite
17045,Territorial Roc
17046,Terror
17047,Terror of Kruin Pass
17048,Terror of the Fairgrounds
17049,Terrus Wurm
17050,"Teshar, Ancestor's Apostle"
17051,Test of Endurance
17052,Test of Faith
17053,Testament of Faith
17054,Tethered Griffin
17055,Tethered Skirge
17056,Tethmos High Priest
17057,Tetravus
17058,"Tetsuko Umezawa, Fugitive"
17059,Tetsuo Umezawa
17060,"Tetzimoc, Primal Death"
17061,"Teyo, the Shieldmage"
17062,Teyo's Lightshield
17063,Teysa Karlov
17064,"Teysa, Envoy of Ghosts"
17065,"Teysa, Orzhov Scion"
17066,Tezzeret the Schemer
17067,Tezzeret the Seeker
17068,"Tezzeret, Agent of Bolas"
17069,"Tezzeret, Artifice Master"
17070,"Tezzeret, Cruel Machinist"
17071,"Tezzeret, Master of Metal"
17072,"Tezzeret, Master of the Bridge"
17073,Tezzeret's Ambition
17074,Tezzeret's Betrayal
17075,Tezzeret's Gambit
17076,Tezzeret's Gatebreaker
17077,Tezzeret's Simulacrum
17078,Tezzeret's Strider
17079,Tezzeret's Touch
17080,"Thada Adel, Acquisitor"
17081,Thalakos Deceiver
17082,Thalakos Dreamsower
17083,Thalakos Drifters
17084,Thalakos Lowlands
17085,Thalakos Mistfolk
17086,Thalakos Scout
17087,Thalakos Seer
17088,Thalakos Sentry
17089,"Thalia, Guardian of Thraben"
17090,"Thalia, Heretic Cathar"
17091,Thalia's Lancers
17092,Thalia's Lieutenant
17093,Thallid
17094,Thallid Devourer
17095,Thallid Germinator
17096,Thallid Omnivore
17097,Thallid Shell-Dweller
17098,Thallid Soothsayer
17099,"Thantis, the Warweaver"
17100,"Thassa, God of the Sea"
17101,Thassa's Bounty
17102,Thassa's Devourer
17103,Thassa's Emissary
17104,Thassa's Ire
17105,Thassa's Rebuff
17106,That Which Was Taken
17107,Thatcher Revolt
17108,Thaumatic Compass
17109,Thaumatog
17110,Thawing Glaciers
17111,The Abyss
17112,The Antiquities War
17113,The Big Idea
17114,The Brute
17115,The Chain Veil
17116,The Cheese Stands Alone
17117,The Countdown Is at One
17118,The Crowd Goes Wild
17119,The Elderspell
17120,The Eldest Reborn
17121,The Fallen
17122,The Fallen Apart
17123,The First Eruption
17124,The First Sliver
17125,The Flame of Keld
17126,The Gitrog Monster
17127,The Grand Calcutron
17128,The Great Aurora
17129,The Haunt of Hightower
17130,The Hive
17131,The Immortal Sun
17132,The Lady of the Mountain
17133,The Locust God
17134,The Mending of Dominaria
17135,The Mimeoplasm
17136,The Mirari Conjecture
17137,The Rack
17138,The Scarab God
17139,The Scorpion God
17140,The Tabernacle at Pendrell Vale
17141,The Ultimate Nightmare of Wizards of the Coast® Customer Service
17142,The Unspeakable
17143,The Ur-Dragon
17144,The Wanderer
17145,The Wretched
17146,Theater of Horrors
17147,Theft of Dreams
17148,Thelon of Havenwood
17149,Thelonite Druid
17150,Thelonite Hermit
17151,Thelonite Monk
17152,Thelon's Chant
17153,Thelon's Curse
17154,Thermal Blast
17155,Thermal Flux
17156,Thermal Glider
17157,Thermal Navigator
17158,Thermo-Alchemist
17159,Thermokarst
17160,Thermopod
17161,Thespian's Stage
17162,Thicket Basilisk
17163,Thicket Crasher
17164,Thicket Elemental
17165,Thick-Skinned Goblin
17166,Thief of Blood
17167,Thief of Hope
17168,Thief of Sanity
17169,Thieves' Auction
17170,Thieves' Fortune
17171,Thieving Magpie
17172,Thieving Sprite
17173,Thing from the Deep
17174,Thing in the Ice
17175,Think Tank
17176,Think Twice
17177,Thirst
17178,Thirst for Knowledge
17179,Thirsting Axe
17180,Thirsting Bloodlord
17181,Thirsting Shade
17182,Thistledown Duo
17183,Thistledown Liege
17184,Thopter Arrest
17185,Thopter Assembly
17186,Thopter Engineer
17187,Thopter Foundry
17188,Thopter Spy Network
17189,Thopter Squadron
17190,Thorn Elemental
17191,Thorn Lieutenant
17192,Thorn of Amethyst
17193,Thorn of the Black Rose
17194,Thorn Thallid
17195,Thornado
17196,Thornbite Staff
17197,Thornbow Archer
17198,Thorncaster Sliver
17199,Thorned Moloch
17200,Thornhide Wolves
17201,Thornling
17202,Thornscape Apprentice
17203,Thornscape Battlemage
17204,Thornscape Familiar
17205,Thornscape Master
17206,Thorn-Thrash Viashino
17207,Thorntooth Witch
17208,Thornwatch Scarecrow
17209,Thornweald Archer
17210,Thornwind Faeries
17211,Thornwood Falls
17212,Those Who Serve
17213,Thought Collapse
17214,Thought Courier
17215,Thought Devourer
17216,Thought Dissector
17217,Thought Distortion
17218,Thought Eater
17219,Thought Erasure
17220,Thought Gorger
17221,Thought Harvester
17222,Thought Hemorrhage
17223,Thought Lash
17224,Thought Nibbler
17225,Thought Prison
17226,Thought Reflection
17227,Thought Scour
17228,Thought Vessel
17229,Thoughtbind
17230,Thoughtbound Phantasm
17231,Thoughtbound Primoc
17232,Thoughtcast
17233,Thoughtcutter Agent
17234,Thoughtflare
17235,Thought-Knot Seer
17236,Thoughtlace
17237,Thoughtleech
17238,Thoughtpicker Witch
17239,Thoughtrender Lamia
17240,Thoughts of Ruin
17241,Thoughtseize
17242,Thoughtweft Gambit
17243,Thoughtweft Trio
17244,Thousand Winds
17245,Thousand-legged Kami
17246,Thousand-Year Elixir
17247,Thousand-Year Storm
17248,Thraben Doomsayer
17249,Thraben Foulbloods
17250,Thraben Gargoyle
17251,Thraben Heretic
17252,Thraben Inspector
17253,Thraben Militia
17254,Thraben Purebloods
17255,Thraben Sentry
17256,Thraben Standard Bearer
17257,Thraben Valiant
17258,Thragtusk
17259,Thran Dynamo
17260,Thran Forge
17261,Thran Foundry
17262,Thran Golem
17263,Thran Lens
17264,Thran Quarry
17265,Thran Temporal Gateway
17266,Thran Tome
17267,Thran Turbine
17268,Thran War Machine
17269,Thran Weaponry
17270,Thrash // Threat (Thrash)
17271,Thrash of Raptors
17272,Thrasher Brute
17273,Thrashing Brontodon
17274,Thrashing Mossdog
17275,Thrashing Mudspawn
17276,Thrashing Wumpus
17277,"Thrasios, Triton Hero"
17278,Thraximundar
17279,Threads of Disloyalty
17280,Thrash // Threat (Threat)
17281,Threaten
17282,Three Dreams
17283,Three Tragedies
17284,Three Visits
17285,Three Wishes
17286,Three-Headed Goblin
17287,Thresher Beast
17288,Thresher Lizard
17289,Thrill of the Hunt
17290,Thrilling Encore
17291,Thrill-Kill Assassin
17292,"Thriss, Nantuko Primus"
17293,Thrive
17294,Thriving Grubs
17295,Thriving Ibex
17296,Thriving Rats
17297,Thriving Rhino
17298,Thriving Turtle
17299,Throat Slitter
17300,Throatseeker
17301,Throes of Chaos
17302,Thromok the Insatiable
17303,Throne of Bone
17304,Throne of Empires
17305,Throne of Geth
17306,Throne of the God-Pharaoh
17307,Throne of the High City
17308,Throne Warden
17309,Throttle
17310,Through the Breach
17311,Throwing Knife
17312,Thrull
17313,Thrull Champion
17314,Thrull Parasite
17315,Thrull Retainer
17316,Thrull Surgeon
17317,Thrull Wizard
17318,Thrumming Stone
17319,Thrummingbird
17320,"Thrun, the Last Troll"
17321,Thud
17322,Thud-for-Duds
17323,Thumbscrews
17324,Thunder Brute
17325,Thunder Dragon
17326,Thunder Drake
17327,Thunder of Hooves
17328,Thunder Spirit
17329,Thunder Strike
17330,Thunder Totem
17331,Thunder Wall
17332,Thunderblade Charge
17333,Thunderblust
17334,Thunderbolt
17335,Thunderbreak Regent
17336,Thunderclap
17337,Thunderclap Wyvern
17338,Thundercloud Elemental
17339,Thundercloud Shaman
17340,Thunderfoot Baloth
17341,Thunderheads
17342,Thunderherd Migration
17343,Thundering Ceratok
17344,Thundering Djinn
17345,Thundering Giant
17346,Thundering Spineback
17347,Thundering Tanadon
17348,Thundering Wurm
17349,Thunderkin Awakener
17350,Thundermare
17351,Thundermaw Hellkite
17352,Thunderous Might
17353,Thunderous Wrath
17354,Thunderscape Apprentice
17355,Thunderscape Battlemage
17356,Thunderscape Familiar
17357,Thunderscape Master
17358,Thundersong Trumpeter
17359,Thunderstaff
17360,Thunder-Thrash Elder
17361,Thwart
17362,"Tiana, Ship's Caretaker"
17363,"Tibalt, Rakish Instigator"
17364,"Tibalt, the Fiend-Blooded"
17365,Tibalt's Rager
17366,Tibor and Lumia
17367,Ticking Gnomes
17368,Tidal Bore
17369,Tidal Control
17370,Tidal Courier
17371,Tidal Flats
17372,Tidal Force
17373,Tidal Influence
17374,Tidal Kraken
17375,Tidal Surge
17376,Tidal Visionary
17377,Tidal Warrior
17378,Tidal Wave
17379,Tide Drifter
17380,Tide of War
17381,Tidebinder Mage
17382,Tideforce Elemental
17383,Tidehollow Sculler
17384,Tidehollow Strix
17385,Tideshaper Mystic
17386,Tidespout Tyrant
17387,Tidewalker
17388,Tidewater Minion
17389,Tidings
17390,Tidy Conclusion
17391,Tiger Claws
17392,Tigereye Cameo
17393,Tightening Coils
17394,Tilling Treefolk
17395,Tilonalli's Crown
17396,Tilonalli's Knight
17397,Tilonalli's Skinshifter
17398,Tilonalli's Summoner
17399,Timber Gorge
17400,Timber Protector
17401,Timber Shredder
17402,Timber Wolves
17403,Timberland Guide
17404,Timberland Ruins
17405,Timberline Ridge
17406,Timbermare
17407,Timbermaw Larva
17408,Timberpack Wolf
17409,Timberwatch Elf
17410,Time and Tide
17411,Time Bomb
17412,Time Ebb
17413,Time Elemental
17414,Time Machine
17415,Time of Heroes
17416,Time of Ice
17417,Time of Need
17418,Time Out
17419,Time Reversal
17420,Time Sieve
17421,Time Spiral
17422,Time Stop
17423,Time Stretch
17424,Time to Feed
17425,Time to Reflect
17426,Time Vault
17427,Time Walk
17428,Time Warp
17429,Time Wipe
17430,Timebender
17431,Timecrafting
17432,Timely Hordemate
17433,Timely Reinforcements
17434,Timesifter
17435,Timestream Navigator
17436,Timetwister
17437,Timid Drake
17438,Timmerian Fiends
17439,"Timmy, Power Gamer"
17440,Tin Street Dodger
17441,Tin Street Hooligan
17442,Tin Street Market
17443,Tinder Farm
17444,Tinder Wall
17445,Tine Shrike
17446,Tinker
17447,Tin-Wing Chimera
17448,Tireless Missionaries
17449,Tireless Tracker
17450,Tireless Tribe
17451,"Tishana, Voice of Thunder"
17452,Tishana's Wayfinder
17453,Titan Forge
17454,Titan of Eternal Fire
17455,"Titania, Protector of Argoth"
17456,Titania's Boon
17457,Titania's Chosen
17458,Titania's Song
17459,Titanic Brawl
17460,Titanic Bulvox
17461,Titanic Growth
17462,Titanic Ultimatum
17463,Titanium Golem
17464,Titan's Presence
17465,Titan's Revenge
17466,Titan's Strength
17467,Tithe
17468,Tithe Drinker
17469,Tithe Taker
17470,Tithebearer Giant
17471,Tivadar of Thorn
17472,Tivadar's Crusade
17473,To Arms!
17474,To the Slaughter
17475,Tobias Andrion
17476,"Student of Elements (Tobita, Master of Winds)"
17477,Tocatli Honor Guard
17478,Together Forever
17479,Togglodyte
17480,Toil // Trouble (Toil)
17481,Toil to Renown
17482,Toils of Night and Day
17483,"Akki Lavarunner (Tok-Tok, Volcano Born)"
17484,Tolaria
17485,Tolaria West
17486,Tolarian Academy
17487,Tolarian Drake
17488,Tolarian Emissary
17489,Tolarian Entrancer
17490,Tolarian Scholar
17491,Tolarian Sentinel
17492,Tolarian Serpent
17493,Tolarian Winds
17494,Toll of the Invasion
17495,Tolsimir Wolfblood
17496,"Tolsimir, Friend to Wolves"
17497,Tomb Hex
17498,Tomb of the Dusk Rose
17499,Tomb of the Spirit Dragon
17500,Tomb of Urami
17501,Tomb Robber
17502,Tombfire
17503,Tombstalker
17504,Tombstone Stairwell
17505,Tome of the Guildpact
17506,Tome Scour
17507,Tomebound Lich
17508,"Tomik, Distinguished Advokist"
17509,"Tomorrow, Azami's Familiar"
17510,Jushi Apprentice (Tomoya the Revealer)
17511,Tonic Peddler
17512,Toolcraft Exemplar
17513,Tooth and Claw
17514,Tooth and Nail
17515,Tooth Collector
17516,Tooth of Chiss-Goria
17517,Tooth of Ramos
17518,"Toothy, Imaginary Friend"
17519,Topan Ascetic
17520,Topan Freeblade
17521,Topple
17522,Topple the Statue
17523,Topplegeist
17524,Top-Secret Tunnel
17525,Topsy Turvy
17526,Tor Giant
17527,Tor Wauki
17528,Torch Courier
17529,Torch Drake
17530,Torch Fiend
17531,Torch Gauntlet
17532,Torch Slinger
17533,Torch Song
17534,Torchling
17535,"Torgaar, Famine Incarnate"
17536,Torii Watchward
17537,Torment
17538,Torment of Hailfire
17539,Torment of Scarabs
17540,Torment of Venom
17541,Tormented Angel
17542,Tormented Hero
17543,Tormented Pariah
17544,Tormented Soul
17545,Tormented Thoughts
17546,Tormenting Voice
17547,Tormentor Exarch
17548,Tormentor's Trident
17549,Tormod's Crypt
17550,Tornado
17551,Tornado Elemental
17552,Torpid Moloch
17553,Torpor Dust
17554,Torpor Orb
17555,Torrent Elemental
17556,Torrent of Fire
17557,Torrent of Lava
17558,Torrent of Souls
17559,Torrent of Stone
17560,Torrential Gearhulk
17561,Torsten Von Ursus
17562,Tortoise Formation
17563,Torture
17564,Torture Chamber
17565,Tortured Existence
17566,Toshiro Umezawa
17567,Total War
17568,Totally Lost
17569,Totem Speaker
17570,Totem-Guide Hartebeest
17571,Touch and Go
17572,Touch of Brilliance
17573,Touch of Darkness
17574,Touch of Death
17575,Touch of Invisibility
17576,Touch of Moonglove
17577,Touch of the Eternal
17578,Touch of the Void
17579,Touch of Vitae
17580,Touchstone
17581,Tourach's Chant
17582,Tourach's Gate
17583,Tovolar's Magehunter
17584,Tower Above
17585,Tower Defense
17586,Tower Drake
17587,Tower Gargoyle
17588,Tower Geist
17589,Tower of Calamities
17590,Tower of Champions
17591,Tower of Coireall
17592,Tower of Eons
17593,Tower of Fortunes
17594,Tower of Murmurs
17595,Tower of the Magistrate
17596,Towering Baloth
17597,Towering Indrik
17598,Towering Thunderfist
17599,Town Gossipmonger
17600,Town Sentry
17601,Toxic Deluge
17602,Toxic Iguanar
17603,Toxic Nim
17604,Toxic Stench
17605,Toxin Sliver
17606,Toy Boat
17607,Toymaker
17608,Trace of Abundance
17609,Tracker
17610,Tracker's Instincts
17611,Trade Caravan
17612,Trade Routes
17613,Trade Secrets
17614,Tradewind Rider
17615,Trading Post
17616,Tragic Arrogance
17617,Tragic Lesson
17618,Tragic Poet
17619,Tragic Slip
17620,Trail of Evidence
17621,Trail of Mystery
17622,Trailblazer
17623,Trailblazer's Boots
17624,Train of Thought
17625,Trained Armodon
17626,Trained Caracal
17627,Trained Cheetah
17628,Trained Condor
17629,Trained Jackal
17630,Trained Orgg
17631,Trained Pronghorn
17632,Training Drone
17633,Training Grounds
17634,Trait Doctoring
17635,Traitorous Blood
17636,Traitorous Instinct
17637,Traitor's Clutch
17638,Traitor's Roar
17639,Tranquil Cove
17640,Tranquil Domain
17641,Tranquil Expanse
17642,Tranquil Garden
17643,Tranquil Grove
17644,Tranquil Path
17645,Tranquil Thicket
17646,Tranquility
17647,Transcendence
17648,Transcendent Master
17649,Transgress the Mind
17650,Transguild Courier
17651,Transguild Promenade
17652,Transluminant
17653,Transmogrifying Licid
17654,Transmogrifying Wand
17655,Transmutation
17656,Transmute Artifact
17657,Trap Digger
17658,Trap Essence
17659,Trap Runner
17660,Trapfinder's Trick
17661,Trapjaw Kelpie
17662,Trapjaw Tyrant
17663,Trapmaker's Snare
17664,Traproot Kami
17665,Trash for Treasure
17666,Traumatic Visions
17667,Traumatize
17668,Travel Preparations
17669,Traveler's Amulet
17670,Traveler's Cloak
17671,Traveling Philosopher
17672,Traveling Plague
17673,Traverse the Outlands
17674,Traverse the Ulvenwald
17675,"Traxos, Scourge of Kroog"
17676,Treacherous Link
17677,Treacherous Pit-Dweller
17678,Treacherous Terrain
17679,Treacherous Urge
17680,Treacherous Vampire
17681,Treacherous Werewolf
17682,Treachery
17683,Tread Mill
17684,Tread Upon
17685,Treasonous Ogre
17686,Treasure Cove
17687,Treasure Cruise
17688,Treasure Hunt
17689,Treasure Hunter
17690,Treasure Keeper
17691,Treasure Mage
17692,Treasure Map
17693,Treasure Nabber
17694,Treasure Trove
17695,Treasured Find
17696,Treasury Thrull
17697,Tree Monkey
17698,Tree of Perdition
17699,Tree of Redemption
17700,Tree of Tales
17701,Treefolk Harbinger
17702,Treefolk Healer
17703,Treefolk Mystic
17704,Treefolk Seedlings
17705,Treefolk Umbra
17706,Treespring Lorian
17707,Treetop Ambusher
17708,Treetop Bracers
17709,Treetop Defense
17710,Treetop Rangers
17711,Treetop Scout
17712,Treetop Sentinel
17713,Treetop Village
17714,Tremble
17715,Tremor
17716,Trench Gorger
17717,Trench Wurm
17718,Trenching Steed
17719,Trepanation Blade
17720,Trespasser il-Vec
17721,Trespasser's Curse
17722,Trespassing Souleater
17723,Tresserhorn Sinks
17724,Tresserhorn Skyknight
17725,Trestle Troll
17726,"Treva, the Renewer"
17727,Treva's Attendant
17728,Treva's Charm
17729,Treva's Ruins
17730,Triad of Fates
17731,Trial // Error (Trial)
17732,Trial of Ambition
17733,Trial of Knowledge
17734,Trial of Solidarity
17735,Trial of Strength
17736,Trial of Zeal
17737,Triangle of War
17738,Triassic Egg
17739,Tribal Flames
17740,Tribal Forcemage
17741,Tribal Golem
17742,Tribal Unity
17743,Tribute Mage
17744,Tribute to Hunger
17745,Tribute to the Wild
17746,Trickbind
17747,Trickery Charm
17748,Tricks of the Trade
17749,Trickster Mage
17750,Triclopean Sight
17751,Trigon of Corruption
17752,Trigon of Infestation
17753,Trigon of Mending
17754,Trigon of Rage
17755,Trigon of Thought
17756,Trinisphere
17757,Trinket Mage
17758,Trip Noose
17759,Trip Wire
17760,Triplicate Spirits
17761,Triskaidekaphobia
17762,Triskelavus
17763,Triskelion
17764,Triton Cavalry
17765,Triton Fortune Hunter
17766,Triton Shorestalker
17767,Triton Shorethief
17768,Triton Tactics
17769,Triumph of Cruelty
17770,Triumph of Ferocity
17771,Triumph of Gerrard
17772,Triumph of the Hordes
17773,Trokin High Guard
17774,Troll Ascetic
17775,Trollbred Guardian
17776,Trollhide
17777,Troll-Horn Cameo
17778,Trolls of Tel-Jilad
17779,Tromokratis
17780,Tromp the Domains
17781,Trophy Hunter
17782,Trophy Mage
17783,Tropical Island
17784,Tropical Storm
17785,Trostani Discordant
17786,"Trostani, Selesnya's Voice"
17787,Trostani's Judgment
17788,Trostani's Summoner
17789,Toil // Trouble (Trouble)
17790,Troubled Healer
17791,Troublesome Spirit
17792,Trove of Temptation
17793,Truce
17794,True Believer
17795,True Conviction
17796,True-Faith Censer
17797,Truefire Captain
17798,Truefire Paladin
17799,Trueheart Duelist
17800,Trueheart Twins
17801,True-Name Nemesis
17802,Trumpet Blast
17803,Trumpeting Armodon
17804,Trumpeting Herd
17805,Trusted Advisor
17806,Trusted Forcemage
17807,Trusted Pegasus
17808,Trustworthy Scout
17809,Trusty Companion
17810,Trusty Machete
17811,Trusty Packbeast
17812,Truth or Tale
17813,Trygon Predator
17814,Tsabo Tavoc
17815,Tsabo's Assassin
17816,Tsabo's Decree
17817,Tsabo's Web
17818,Tsunami
17819,Tukatongue Thallid
17820,Tuknir Deathlock
17821,Tuktuk Grunts
17822,Tuktuk Scrapper
17823,Tuktuk the Explorer
17824,Rough // Tumble (Tumble)
17825,Tumble Magnet
17826,Tundra
17827,Tundra Kavu
17828,Tundra Wolves
17829,Tunnel
17830,Tunnel Ignus
17831,Tunnel Vision
17832,Tunneler Wurm
17833,Tunneling Geopede
17834,Turbo-Thwacking Auto-Hammer
17835,Turbulent Dreams
17836,Turf Wound
17837,Turn // Burn (Turn)
17838,Turn Against
17839,Turn Aside
17840,Turn the Tables
17841,Turn the Tide
17842,Turn to Dust
17843,Turn to Frog
17844,Turn to Mist
17845,Turn to Slag
17846,Turnabout
17847,Turntimber Basilisk
17848,Turntimber Grove
17849,Turntimber Ranger
17850,Turntimber Sower
17851,Turret Ogre
17852,Turtleshell Changeling
17853,Tusked Colossodon
17854,Tuskguard Captain
17855,Tuvasa the Sunlit
17856,Twiddle
17857,Twiddlestick Charger
17858,Twigwalker
17859,Twilight Drover
17860,Twilight Mire
17861,Twilight Panther
17862,Twilight Prophet
17863,Twilight Shepherd
17864,Twilight's Call
17865,Twin Bolt
17866,Twinblade Paladin
17867,Twinblade Slasher
17868,Twincast
17869,Twinflame
17870,Twinning Glass
17871,Twins of Maurer Estate
17872,Twin-Silk Spider
17873,Twinstrike
17874,Twist Allegiance
17875,Twisted Abomination
17876,Twisted Experiment
17877,Twisted Image
17878,Twisted Justice
17879,Twisted Reflection
17880,Twitch
17881,Two-Headed Cerberus
17882,Two-Headed Dragon
17883,Two-Headed Giant
17884,Two-Headed Giant of Foriys
17885,Two-Headed Sliver
17886,Two-Headed Zombie
17887,"Tymaret, the Murder King"
17888,Tymna the Weaver
17889,Typhoid Rats
17890,Typhoon
17891,Tyrannize
17892,Tyrant of Discord
17893,Tyrant of Valakut
17894,Tyrant's Choice
17895,Tyrant's Familiar
17896,Tyrant's Machine
17897,Tyrant's Scorn
17898,Tyrranax
17899,Uba Mask
17900,Ubul Sar Gatekeepers
17901,"Ugin, the Ineffable"
17902,"Ugin, the Spirit Dragon"
17903,Ugin's Conjurant
17904,Ugin's Construct
17905,Ugin's Insight
17906,Ugin's Nexus
17907,Uktabi Drake
17908,Uktabi Efreet
17909,Uktabi Faerie
17910,Uktabi Kong
17911,Uktabi Orangutan
17912,Uktabi Wildcats
17913,Ukud Cobra
17914,"Ulamog, the Ceaseless Hunger"
17915,"Ulamog, the Infinite Gyre"
17916,Ulamog's Crusher
17917,Ulamog's Despoiler
17918,Ulamog's Nullifier
17919,Ulamog's Reclaimer
17920,"Ulasht, the Hate Seed"
17921,Ulcerate
17922,Ulrich of the Krallenhorde
17923,"Ulrich, Uncontested Alpha"
17924,Ulrich's Kindred
17925,Ultimate Price
17926,Ulvenwald Abomination
17927,Ulvenwald Bear
17928,Ulvenwald Captive
17929,Ulvenwald Hydra
17930,Ulvenwald Mysteries
17931,Ulvenwald Mystics
17932,Ulvenwald Observer
17933,Ulvenwald Primordials
17934,Ulvenwald Tracker
17935,Umara Entangler
17936,Umara Raptor
17937,Umbilicus
17938,Umbra Mystic
17939,Umbra Stalker
17940,Umbral Mantle
17941,Umezawa's Charm
17942,Umezawa's Jitte
17943,Unbender Tine
17944,Unblinking Bleb
17945,Unbound Flourishing
17946,Unbreakable Formation
17947,Unbreathing Horde
17948,Unbridled Growth
17949,Unburden
17950,Unburial Rites
17951,Uncage the Menagerie
17952,Uncaged Fury
17953,Uncanny Speed
17954,Unchained Berserker
17955,Unchecked Growth
17956,Unclaimed Territory
17957,Uncle Istvan
17958,Uncomfortable Chill
17959,Uncontrollable Anger
17960,Uncontrolled Infestation
17961,Unconventional Tactics
17962,Uncovered Clues
17963,Undead Alchemist
17964,Undead Augur
17965,Undead Executioner
17966,Undead Gladiator
17967,Undead Leotau
17968,Undead Minotaur
17969,Undead Servant
17970,Undead Slayer
17971,Undead Warchief
17972,Undercity Informer
17973,Undercity Necrolisk
17974,Undercity Plague
17975,Undercity Scavenger
17976,Undercity Shade
17977,Undercity Troll
17978,Undercity Uprising
17979,Undercity's Embrace
17980,Underground River
17981,Underground Sea
17982,Undergrowth
17983,Undergrowth Champion
17984,Undergrowth Scavenger
17985,Underhanded Designs
17986,Undermine
17987,Underrealm Lich
17988,Undertaker
17989,Undertow
17990,Underworld Cerberus
17991,Underworld Coinsmith
17992,Underworld Connections
17993,Underworld Dreams
17994,Undiscovered Paradise
17995,Undo
17996,Undying Beast
17997,Undying Evil
17998,Undying Flames
17999,Undying Rage
18000,Unearth
18001,Unearthly Blizzard
18002,Unerring Sling
18003,"Unesh, Criosphinx Sovereign"
18004,Unexpected Results
18005,Unexpectedly Absent
18006,Unexplained Disappearance
18007,Unflinching Courage
18008,Unforge
18009,Unfriendly Fire
18010,Unfulfilled Desires
18011,Unhallowed Cathar
18012,Unhallowed Pact
18013,Unhinge
18014,Unholy Citadel
18015,Unholy Fiend
18016,Unholy Grotto
18017,Unholy Hunger
18018,Unholy Indenture
18019,Unholy Strength
18020,Unified Front
18021,Unified Strike
18022,Unified Will
18023,Unifying Theory
18024,Unimpeded Trespasser
18025,Uninvited Geist
18026,Unity of Purpose
18027,Universal Automaton
18028,Universal Solvent
18029,Unknown Shores
18030,Unlicensed Disintegration
18031,Unlikely Aid
18032,Unlikely Alliance
18033,Unliving Psychopath
18034,Unmake
18035,Unmake the Graves
18036,Unmask
18037,Unmoored Ego
18038,Unnatural Aggression
18039,Unnatural Endurance
18040,Unnatural Hunger
18041,Unnatural Predation
18042,Unnatural Selection
18043,Unnatural Speed
18044,Unnerve
18045,Unnerving Assault
18046,Unquenchable Thirst
18047,Unquestioned Authority
18048,Unravel the Æther (Unravel the Aether)
18049,Unraveling Mummy
18050,Unruly Mob
18051,"Unscythe, Killer of Kings"
18052,Unseen Walker
18053,Unsettled Mariner
18054,Unspeakable Symbol
18055,Unstable Footing
18056,Unstable Frontier
18057,Unstable Hulk
18058,Unstable Mutation
18059,Unstable Obelisk
18060,Unstable Shapeshifter
18061,Unstoppable Ash
18062,Unsubstantiate
18063,Unsummon
18064,"Untaidake, the Cloud Keeper"
18065,Untamed Hunger
18066,Untamed Kavu
18067,Untamed Might
18068,Untamed Wilds
18069,Untethered Express
18070,Unwavering Initiate
18071,Unwilling Recruit
18072,Unwind
18073,Unwinding Clock
18074,Unworthy Dead
18075,Unyaro Bee Sting
18076,Unyaro Bees
18077,Unyaro Griffin
18078,Unyielding Krumar
18079,Updraft
18080,Updraft Elemental
18081,Upheaval
18082,Uphill Battle
18083,Uproot
18084,Upwelling
18085,Urabrask the Hidden
18086,Urban Burgeoning
18087,Urban Evolution
18088,Urban Utopia
18089,Urbis Protector
18090,Urborg
18091,Urborg Drake
18092,Urborg Elf
18093,Urborg Emissary
18094,Urborg Justice
18095,Urborg Mindsucker
18096,Urborg Panther
18097,Urborg Phantom
18098,Urborg Shambler
18099,Urborg Skeleton
18100,Urborg Stalker
18101,Urborg Syphon-Mage
18102,Urborg Uprising
18103,Urborg Volcano
18104,"Urborg, Tomb of Yawgmoth"
18105,Ur-Drago
18106,Urge to Feed
18107,Urgent Exorcism
18108,Ur-Golem's Eye
18109,"Urgoros, the Empty One"
18110,"Uril, the Miststalker"
18111,Ursapine
18112,Ursine Champion
18113,Ursine Fylgja
18114,"Urza, Academy Headmaster"
18115,"Urza, Lord High Artificer"
18116,Urza's Armor
18117,Urza's Avenger
18118,Urza's Bauble
18119,Urza's Blueprints
18120,Urza's Chalice
18121,Urza's Contact Lenses
18122,Urza's Engine
18123,Urza's Factory
18124,Urza's Filter
18125,Urza's Guilt
18126,Urza's Hot Tub
18127,Urza's Incubator
18128,Urza's Mine
